row,col,value
4,2,.0002153272503529
4,3,.0001686734759648
4,4,.0005855006063248
4,5,.0002016546707159
4,6,.000248558270625
4,7,.000223497204651
4,8,.0002669369644031
4,9,.0002035520613541
4,10,.0003239940004363
4,11,.0277210244810076
4,12,.0002713996550841
4,13,.0002299498764814
4,14,.0002660138725671
4,15,.0002634636904519
4,16,.0002912365236764
4,17,.0001659388087962
4,18,.0001953759126546
4,19,.0002611683849764
4,20,.0002543691053382
4,21,.000199714826783
4,22,.0002565121562994
4,23,.0001620691139031
4,24,.0002685305379915
4,25,.0002039247898492
4,26,.0002131580927423
4,27,.000319099301115
4,28,.0002730360944812
4,29,.0001969128857268
4,30,.0002519350468495
4,31,.0004961295287875
4,32,.0001218318138585
4,33,-.0003077462152021
4,34,.0004147661099667
4,35,-4.88880032183e-19
4,36,-.0001218318138499
5,1,0
5,2,.0001547147145798
5,3,.000177439038915
5,4,.0002016546707159
5,5,.0019425811116777
5,6,.0001867785920398
5,7,.0002264921983874
5,8,.0002133216184077
5,9,.0002463181240372
5,10,.0002867802022623
5,11,-.0470674563094728
5,12,.0002401902295607
5,13,.0002780693880206
5,14,.0002304057461604
5,15,.0002784272528287
5,16,.0002336135268943
5,17,.0002403875825653
5,18,.0002144473392531
5,19,.0002861536604541
5,20,.0002312518925106
5,21,.0002269596220986
5,22,.0002702437585717
5,23,.0001834591987295
5,24,.0002591097316193
5,25,.0002813975601073
5,26,.0002309179642656
5,27,.0003225576640063
5,28,.000262527606633
5,29,.0003041670521876
5,30,.0002794822756274
5,31,.0004618368703259
5,32,.0000875800262802
5,33,.0003350855837541
5,34,.000359155582316
5,35,-7.43861621328e-19
5,36,-.0000875800262741
6,1,0
6,2,.000203974716083
6,3,.0001568122160587
6,4,.000248558270625
6,5,.0001867785920398
6,6,.0023456614463405
6,7,.0002082384756254
6,8,.0002517307096269
6,9,.0001875398025676
6,10,.0003040661130666
6,11,.0297799103370015
6,12,.0002547090993459
6,13,.0002118731691392
6,14,.0002499307104619
6,15,.000244874499326
6,16,.0002746031867616
6,17,.0001507956025738
6,18,.0001811691810284
6,19,.0002422016381758
6,20,.0002384019280907
6,21,.0001847839189891
6,22,.0002384629258361
6,23,.000150000724423
6,24,.000250884404338
6,25,.0001860597047426
6,26,.0001978191822051
6,27,.0002973515092119
6,28,.0002551499328378
6,29,.000177953862072
6,30,.0002334748759309
6,31,.0004644009773972
6,32,.0001154096354301
6,33,-.0003208627307768
6,34,.0003896755634616
6,35,-1.69700824289e-18
6,36,-.000115409635422
7,1,0
7,2,.0001748720077478
7,3,.0001808279454453
7,4,.000223497204651
7,5,.0002264921983874
7,6,.0002082384756254
7,7,.0070088684265785
7,8,.0002335570694661
7,9,.0002433105296545
7,10,.0003051990899774
7,11,-.029790134182826
7,12,.0002556260771695
7,13,.000274708029164
7,14,.000246615372486
7,15,.0002834263324396
7,16,.0002554915301299
7,17,.000229212112067
7,18,.0002163980934736
7,19,.0002888814685004
7,20,.0002443671904484
7,21,.0002272439454826
7,22,.0002752806277239
7,23,.0001838180398378
7,24,.0002696494293572
7,25,.0002707365536926
7,26,.0002337181158338
7,27,.0003318653300062
7,28,.000273431110758
7,29,.00028670335314
7,30,.0002813014015598
7,31,.0004849245131837
7,32,.0000989691621143
7,33,.0001836003021026
7,34,.0003844928740137
7,35,-4.70650420465e-19
7,36,-.0000989691621074
8,1,0
8,2,.0002172137995423
8,3,.0001770906112866
8,4,.0002669369644031
8,5,.0002133216184077
8,6,.0002517307096269
8,7,.0002335570694661
8,8,.0006016572230553
8,9,.000217676287261
8,10,.0003334619259344
8,11,.019858341393998
8,12,.0002793211430692
8,13,.0002458620156233
8,14,.0002730417422924
8,15,.0002767171549489
8,16,.0002967230520775
8,17,.0001823431548607
8,18,.0002061955819332
8,19,.0002755972637689
8,20,.0002625528653319
8,21,.0002117274926742
8,22,.0002692579567408
8,23,.0001716242948912
8,24,.0002790108114515
8,25,.0002223055325324
8,26,.0002245863101499
8,27,.0003334153111485
8,28,.0002835053558181
8,29,.0002186223728383
8,30,.0002660947804263
8,31,.000513594642691
8,32,.0001228700982102
8,33,-.0002419508258901
8,34,.0004259053342804
8,35,-9.48446314376e-19
8,36,-.0001228700982015
9,1,0
9,2,.0001533991517259
9,3,.0001918552023287
9,4,.0002035520613541
9,5,.0002463181240372
9,6,.0001875398025676
9,7,.0002433105296545
9,8,.000217676287261
9,9,.0015755577323574
9,10,.0002997084340289
9,11,-.0644618008633485
9,12,.0002510214652133
9,13,.0003077268588663
9,14,.0002399106768359
9,15,.0003014408502383
9,16,.0002386744835667
9,17,.0002726020042914
9,18,.0002336835166755
9,19,.0003116423078743
9,20,.0002430838228317
9,21,.0002487629111758
9,22,.0002925775629387
9,23,.0002012809587095
9,24,.0002757390158201
9,25,.0003173369681974
9,26,.0002510682825304
9,27,.0003461972423971
9,28,.0002793676183192
9,29,.0003479557739669
9,30,.0003055772909564
9,31,.0004893822124078
9,32,.0000869094516295
9,33,.0004902037059225
9,34,.0003735094809146
9,35,-2.00218057857e-18
9,36,-.0000869094516235
10,1,0
10,2,.0002595633324961
10,3,.0002338690589804
10,4,.0003239940004363
10,5,.0002867802022623
10,6,.0003040661130666
10,7,.0003051990899774
10,8,.0003334619259344
10,9,.0002997084340289
10,10,.0031863429792571
10,11,-.0030295395786263
10,12,.0003516906416486
10,13,.0003384689342699
10,14,.0003419769802351
10,15,.000365982485139
