traj_for_agg,mu_d_raw_hh,mu_d_ster
-1,10.63997360447475,
1,10.58182159115753,9.350762738472852
2,10.39523569742838,9.289920124754033
3,11.21279883384705,9.87346177175634
4,10.32817346399481,9.162770190778662
5,10.56400489807129,14.82077641120276
6,9.885124206542969,8.92898340021199
7,11.30153522491455,9.807900694513073
8,10.95636487007141,9.384328461435988
9,10.97833609580994,9.380732743392755
10,,
