name,value
country,IDN
phi_hat,-.53546091
beta_hat,.06432084
kappa_hat,10.843074
unb_choice_hat,.11857684
n_obs,92438
j_stat,25.07377967969997
j_df,24
j_pval,.401760206579748
base,2
delta_never_point,.06767659
delta_always_point,-.10855262
delta_never_source,grc_IDN_cuu_ca_n.ster
delta_always_source,grc_IDN_cuu_ca_a.ster
n_rows_filtered,92438
n_pids_filtered,29691
