schema_version,stem,country,spec3,depvar,choice,balance,covs2,family,hukou,values,estimator,main_mtime,n_mtime,a_mtime,g_mtime,b_phi,se_phi,b_delta_never,se_delta_never,b_delta_always,se_delta_always,b_delta_avg,se_delta_avg,J_p,N,runtime_s,converged
1,grc_CHN_cuu_maxexp_c2,CHN,cuu,consumption,urban,unbalanced,c2,maxexp,,nominal,run_grc,2026-05-09T00:05:03.256637,2026-05-09T00:05:03.506472,2026-05-09T00:05:03.727734,2026-05-09T00:05:07.255188,-0.09333401852093198,0.1390915225075707,0.09357154229534106,0.02805037830754597,0.054911220896083184,0.04716723038969138,0.08222528487711968,0.020867482358693432,0.0275842346129304,109535,435.652,1
