schema_version,stem,country,spec3,depvar,choice,balance,covs2,family,hukou,values,estimator,main_mtime,n_mtime,a_mtime,g_mtime,b_phi,se_phi,b_delta_never,se_delta_never,b_delta_always,se_delta_always,b_delta_avg,se_delta_avg,J_p,N,runtime_s,converged
1,grc_CHN_iuu_exp_c2,CHN,iuu,income,urban,unbalanced,c2,exp,,nominal,run_grc,2026-05-08T20:12:13.175507,2026-05-08T20:12:13.230924,2026-05-08T20:12:13.299489,2026-05-08T20:12:14.193030,-0.9980818118417404,0.2729524114097606,0.39621020491380443,0.12123547396440187,-21.11801784125734,3037.128953386589,0.28671871985048214,0.10189659131719087,0.09860097272326729,41406,248.686,0
