schema_version,stem,country,spec3,depvar,choice,balance,covs2,family,hukou,values,estimator,main_mtime,n_mtime,a_mtime,g_mtime,b_phi,se_phi,b_delta_never,se_delta_never,b_delta_always,se_delta_always,b_delta_avg,se_delta_avg,J_p,N,runtime_s,converged
1,grc_TZA_iuu_exp_ca,TZA,iuu,income,urban,unbalanced,ca,exp,,nominal,run_grc,2026-05-08T20:19:42.437519,2026-05-08T20:19:42.557725,2026-05-08T20:19:42.622031,2026-05-08T20:19:43.148583,-0.7741120657338001,0.20110391204606348,0.19363793164387966,0.10118200794627777,-1.7357422591046558,1.9770478595201102,-0.04917356003903081,0.10296457871192378,0.20169658229214277,9339,13.701,1
