schema_version,stem,country,spec3,depvar,choice,balance,covs2,family,hukou,values,estimator,main_mtime,n_mtime,a_mtime,g_mtime,b_phi,se_phi,b_delta_never,se_delta_never,b_delta_always,se_delta_always,b_delta_avg,se_delta_avg,J_p,N,runtime_s,converged
1,grc_IDN_cuu_maxexp_c2,IDN,cuu,consumption,urban,unbalanced,c2,maxexp,,nominal,run_grc,2026-05-08T22:02:28.719748,2026-05-08T22:02:29.264887,2026-05-08T22:02:29.732269,2026-05-08T22:02:44.191881,-0.30747819512845087,0.08814295996473322,0.0841505043971256,0.020707899207398524,-0.051851946166746335,0.042499575968084666,0.04013832190120742,0.016310139817750008,0.22237277903844616,92439,3179.498,1
