schema_version,stem,country,spec3,depvar,choice,balance,covs2,family,hukou,values,estimator,main_mtime,n_mtime,a_mtime,g_mtime,b_phi,se_phi,b_delta_never,se_delta_never,b_delta_always,se_delta_always,b_delta_avg,se_delta_avg,J_p,N,runtime_s,converged
1,grc_TZA_iuu_ct,TZA,iuu,income,urban,unbalanced,ct,,,nominal,run_grc,2026-05-12T19:44:45.252004,2026-05-12T19:44:45.336437,2026-05-12T19:44:45.433204,2026-05-12T19:44:46.219519,-0.25765268482177617,0.17260602850156218,0.14471121739031734,0.13213147913626389,-0.23044542571751572,0.22976326932298755,-0.03977260947569501,0.10144496333117214,0.12257837700191562,9339,7.206,1
