schema_version,stem,country,spec3,depvar,choice,balance,covs2,family,hukou,values,estimator,main_mtime,n_mtime,a_mtime,g_mtime,b_phi,se_phi,b_delta_never,se_delta_never,b_delta_always,se_delta_always,b_delta_avg,se_delta_avg,J_p,N,runtime_s,converged
1,grc_CHN_rf_cub_c0,CHN,cub,consumption,urban,balanced,c0,,rf,nominal,run_grc,2026-05-08T10:04:53.694631,2026-05-08T10:04:53.820186,2026-05-08T10:04:53.951993,2026-05-08T10:04:56.308470,-0.8935758095563395,0.07008340142680695,0.42144972931010793,0.022234217661836867,1.6035159223177522,0.8575125328720049,0.048651229147378704,0.0022631747861371404,3.025606314821733e-15,42407,131.813,1
