schema_version,stem,country,spec3,depvar,choice,balance,covs2,family,hukou,values,estimator,main_mtime,n_mtime,a_mtime,g_mtime,b_phi,se_phi,b_delta_never,se_delta_never,b_delta_always,se_delta_always,b_delta_avg,se_delta_avg,J_p,N,runtime_s,converged
1,grc_CHN_cuu_c1,CHN,cuu,consumption,urban,unbalanced,c1,,,nominal,run_grc,2026-05-12T15:32:49.834061,2026-05-12T15:32:49.947580,2026-05-12T15:32:50.111102,2026-05-12T15:32:51.761233,-0.0725362413224887,0.13439776393393696,0.08978805374045135,0.02811914060822243,0.058902387173775966,0.045868300752651914,0.08066305379947275,0.020853222508926243,0.02919187021109235,109535,461.393,1
