country,scale,mu_dN,sw_min,sw_max,dN_vs_support
IDN,raw,11.82521548545446,11.50205247821836,12.83474419465055,inside
IDN,pc,11.35048279585123,10.97167823379412,12.39420506884148,inside
CHN,raw,10.20677472094336,9.81585490721158,11.30623792238593,inside
CHN,pc,9.747148292314236,9.312118105605443,10.96162105756094,inside
TZA,raw,14.57086249086842,14.50559432689165,15.34730636172853,inside
TZA,pc,13.99903819178807,14.05425263515029,14.83966300544074,below
