spec,phi,phi_se,Delta_base,Delta_base_se,kappa,kappa_se,J,J_p,N,converged
covs_0,-2.445469542620093,.0704574065695312,.8483075961609827,.0472709291504664,11.28753291886754,.0291383815984518,86.5177683247145,.,92450,Y
covs_trend,-.3094751023530654,.0870241859365882,.0742032008422356,.0211243576913805,11.34156193795329,.0501795222557123,32.49506670589719,.,92450,Y
covs_1,-.3097895414424325,.0867682026200839,.0745764891694818,.0211568122049118,11.34653024311806,.0502659081096034,32.43708000915894,.,92439,Y
covs_2,-.3208208549002495,.0861823588237563,.079772851736345,.0212986591450008,11.36047432131574,.0510633881340991,33.29678830024775,.,92439,Y
covs_all,-.5256257839300001,.1018488041746899,.067237035036658,.0224962834549384,10.83201690798267,.0706865423043801,28.15555981499065,.,92439,Y
